"Rk_name","Rk_Pk","Rk_Tm","Rk_Player","Rk_College","Rk_Yrs","Rk_G","Rk_MP","Rk_PTS","Rk_TRB","Rk_AST","Rk_FG_","Rk__3P_","Rk_FT_","Rk_WS","Rk_WS_48","Rk_BPM","Rk_VORP"
"219","219","PHO","","Miami University","","","","","","","","","","","","",""
"220","220","CHI","","Boise State","","","","","","","","","","","","",""
"221","221","LAL","","Youngstown State University","","","","","","","","","","","","",""
"222","222","BAL","","Northern Michigan University","","","","","","","","","","","","",""
"223","223","SDR","","Wayne State University","","","","","","","","","","","","",""
"224","224","DET","","Eastern Michigan","","","","","","","","","","","","",""
"225","225","CIN","","Georgetown","","","","","","","","","","","","",""
"226","226","POR","","St. Mary's University","","","","","","","","","","","","",""
"227","227","CLE","Stephen Wilson","Hanover College","","","","","","","","","","","","",""
"228","228","LAL","","Fort Valley State University","","","","","","","","","","","","",""
"229","229","BAL","","Northern Arizona University","","","","","","","","","","","","",""
"230","230","SDR","","Azusa Pacific University","","","","","","","","","","","","",""
"231","231","CLE","","Oregon","","","","","","","","","","","","",""
"232","232","LAL","","Occidental College","","","","","","","","","","","","",""
"233","233","BAL","","Oregon State","","","","","","","","","","","","",""
"234","234","SDR","","University of California, Irvine","","","","","","","","","","","","",""
"235","235","POR","","Southern Illinois","","","","","","","","","","","","",""
"236","236","CLE","","Grambling State University","","","","","","","","","","","","",""
"237","237","SDR","","Washington State","","","","","","","","","","","","",""
"238","238","CLE","","Saint Mary of the Plains College","","","","","","","","","","","","",""
"239","239","POR","","Hanover College","","","","","","","","","","","","",""
"1","1","MIL","Kareem Abdul-Jabbar","UCLA","20","1560","36.8","24.6","11.2","3.6",".559",".056",".721","273.4",".228","5.7","85.7"
"2","2","PHO","Neal Walk","Florida","8","568","24.4","12.6","7.7","2.1",".459","",".758","30.3",".105","0.2","2.9"
"3","3","SEA","Lucius Allen","UCLA","10","702","28.7","13.4","3.1","4.5",".463","",".760","42.0",".100","0.1","6.3"
"4","4","DET","Terry Driscoll","Boston College","4","244","13.4","4.2","4.2","0.8",".425","",".690","5.0",".074","-1.6","0.0"
"5","5","CHI","Larry Cannon","La Salle","","19","17.6","6.2","1.9","2.7",".386","",".679","-0.2","-.029","-4.1","-0.2"
"6","6","SDR","Bingo Smith","Tulsa","11","865","25.9","12.6","4.2","2.0",".449",".284",".798","33.3",".071","-1.1","3.5"
"7","7","SFW","Bob Portman","Creighton","4","221","13.3","5.7","3.3","0.6",".443","",".780","4.4",".071","",""
"8","8","CIN","Herm Gilliam","Purdue","8","578","26.0","10.8","3.8","3.8",".441","",".792","20.8",".066","-0.1","3.2"
"9","9","BOS","Jo Jo White","Kansas","12","837","35.8","17.2","4.0","4.9",".444",".167",".834","54.0",".087","-0.6","6.9"
"10","10","ATL","Butch Beard","Louisville","9","605","23.6","9.3","3.4","3.6",".487","",".771","32.8",".110","0.6","6.2"
"11","11","NYK","John Warren","St. John's","5","303","16.3","6.0","2.3","1.9",".430","",".827","4.3",".042","-2.6","-0.1"
"12","12","LAL","Willie McCarter","Drake University","3","155","18.3","7.0","1.6","2.0",".402","",".656","-1.0","-.018","",""
"13","13","PHI","Bud Ogden","Santa Clara","2","74","6.6","3.5","1.4","0.6",".445","",".692","0.7",".072","",""
"14","14","BAL","Mike Davis","Virginia Union University","3","204","21.1","10.7","2.3","1.8",".424","",".772","4.8",".054","",""
"15","15","LAL","Rick Roberson","Cincinnati","7","423","24.5","9.0","8.3","1.4",".440","",".585","14.6",".068","-2.5","-0.4"
"16","16","CHI","Simmie Hill","West Texas A&M University","","","","","","","","","","","","",""
"17","17","MIL","Bob Greacen","Rutgers University","2","43","7.8","2.6","1.5","0.9",".372","",".600","-0.1","-.015","",""
"18","18","SEA","Ronald Taylor","USC","","","","","","","","","","","","",""
"19","19","DET","Willie Norwood","Alcorn State","7","430","17.1","7.5","3.7","0.8",".488","",".697","17.6",".115","-0.8","1.5"
"20","20","CHI","Ken Spain","Houston","","","","","","","","","","","","",""
"21","21","SDR","Bernie Williams","La Salle","2","128","15.1","7.0","1.9","2.2",".371","",".808","-0.2","-.005","",""
"22","22","SFW","","Holy Cross","","","","","","","","","","","","",""
"23","23","CHI","Johnny Baum","Temple","2","65","8.6","4.5","2.0","0.5",".414","",".690","0.3",".026","",""
"24","24","PHO","Gene Williams","Kansas State","","","","","","","","","","","","",""
"25","25","ATL","Wally Anderzunas","Creighton","1","44","8.4","3.6","1.9","0.2",".392","",".630","-0.2","-.023","",""
"26","26","NYK","Bill Bunting","UNC","","","","","","","","","","","","",""
"27","27","LAL","Dick Garrett","Southern Illinois","5","339","25.7","10.3","3.0","2.5",".423","",".863","6.0",".033","-5.8","-0.4"
"28","28","PHI","","LeMoyne College","","","","","","","","","","","","",""
"29","29","BAL","Willie Scott","Alabama State University","","","","","","","","","","","","",""
"30","30","PHO","","Colorado State","","","","","","","","","","","","",""
"31","31","MIL","Skeeter Swift","East Tennessee State University","","","","","","","","","","","","",""
"32","32","SEA","Lee Winfield","University of North Texas","7","403","18.3","7.3","2.1","2.5",".474","",".668","12.1",".079","-0.6","0.7"
"33","33","PHO","Lamar Green","Morehead State University","5","360","17.9","5.2","6.4","0.7",".430","",".650","6.9",".052","-3.5","-0.6"
"34","34","CHI","Norm Van Lier","Saint Francis University","10","746","35.1","11.8","4.8","7.0",".414","",".780","47.8",".088","-0.3","6.2"
"35","35","SDR","","Norfolk State","","","","","","","","","","","","",""
"36","36","SFW","Tom Hagan","Vanderbilt","","","","","","","","","","","","",""
"37","37","CIN","Luther Rackley","Xavier","4","221","15.6","6.0","4.5","0.6",".451","",".626","4.7",".065","-3.4","0.0"
"38","38","BOS","Julius Keye","Alcorn State","","","","","","","","","","","","",""
"39","39","PHO","","Colorado State","","","","","","","","","","","","",""
"40","40","NYK","Eddie Mast","Temple","3","112","7.9","2.5","2.4","0.5",".385","",".604","0.4",".019","",""
"41","41","CIN","Luther Green","Long Island University","1","5","6.4","0.6","0.6","0.0",".000","",".333","-0.3","-.444","",""
"42","42","PHI","Mike Grosso","Louisville","","","","","","","","","","","","",""
"43","43","BAL","Fred Carter","Mount St. Mary's University","8","611","30.0","15.2","3.9","3.5",".425","",".693","14.8",".039","-1.3","1.8"
"44","44","PHO","Dennis Stewart","Michigan","","2","3.0","2.0","1.5","0.5",".250","","1.000","0.0",".015","",""
"45","45","MIL","Bob Dandridge","Norfolk State","13","839","35.2","18.5","6.8","3.4",".484",".167",".780","80.3",".131","1.3","15.1"
"46","46","SEA","","Cheyney (PA)","","","","","","","","","","","","",""
"47","47","DET","","Washington State","","","","","","","","","","","","",""
"48","48","CHI","","Kansas","","","","","","","","","","","","",""
"49","49","SDR","","Bethune-Cookman College","","","","","","","","","","","","",""
"50","50","SFW","","Michigan State","","","","","","","","","","","","",""
"51","51","CIN","Ron Sanford","New Mexico","","","","","","","","","","","","",""
"52","52","BOS","Steve Kuberski","Bradley","9","568","13.9","5.5","3.8","0.6",".417","",".767","11.4",".069","-2.6","-0.5"
"53","53","ATL","","Tennessee","","","","","","","","","","","","",""
"54","54","NYK","Elnardo Webster","Saint Peter's College","","","","","","","","","","","","",""
"55","55","ATL","","Stanford","","","","","","","","","","","","",""
"56","56","PHI","Dave Scholz","Illinois","1","1","1.0","2.0","0.0","0.0","1.000","","","0.0","1.316","",""
"57","57","BAL","","Western Michigan","","","","","","","","","","","","",""
"58","58","PHO","Rich Jones","Memphis","1","34","25.8","10.6","5.7","1.4",".385","",".760","0.6",".033","-3.1","-0.2"
"59","59","MIL","","UCLA","","","","","","","","","","","","",""
"60","60","SEA","","Louisville","","","","","","","","","","","","",""
"61","61","DET","Steve Mix","Toledo","12","787","23.9","10.6","5.3","1.8",".498",".286",".803","57.6",".147","1.8","17.1"
"62","62","CHI","","Virginia Tech","","","","","","","","","","","","",""
"63","63","SDR","Charles Hentz","University of Arkansas at Pine Bluff","","","","","","","","","","","","",""
"64","64","SFW","Willie Wise","Drake University","2","77","18.4","8.0","3.3","1.8",".459","",".644","2.5",".085","-1.2","0.3"
"65","65","CIN","Jake Ford","University of Maryland Eastern Shore","2","31","8.0","4.1","0.6","1.1",".462","",".764","0.7",".133","",""
"66","66","BOS","George Thompson","Marquette","1","73","27.2","10.7","2.5","3.1",".443","",".785","2.7",".064","-2.3","-0.1"
"67","67","ATL","","West Texas A&M University","","","","","","","","","","","","",""
"68","68","NYK","Gene Littles","High Point University","","","","","","","","","","","","",""
"69","69","LAL","Wil Jones","Albany State University","2","159","27.8","9.9","5.9","1.9",".433","",".731","4.6",".050","-1.9","0.1"
"70","70","PHI","","Temple","","","","","","","","","","","","",""
"71","71","BAL","","Morehead State University","","","","","","","","","","","","",""
"72","72","PHO","","Dayton","","","","","","","","","","","","",""
"73","73","MIL","John Arthurs","Tulane","1","11","7.8","3.2","1.3","1.5",".343","",".733","0.0","-.004","",""
"74","74","SEA","","Iowa","","","","","","","","","","","","",""
"75","75","DET","","Trinity University","","","","","","","","","","","","",""
"76","76","CHI","George Tinsley","Kentucky Wesleyan College","","","","","","","","","","","","",""
"77","77","SDR","","George Washington","","","","","","","","","","","","",""
"78","78","SFW","","Dayton","","","","","","","","","","","","",""
"79","79","CIN","","University of Wisconsin-Stout","","","","","","","","","","","","",""
"80","80","BOS","","Drake University","","","","","","","","","","","","",""
"81","81","ATL","","South Dakota State","","","","","","","","","","","","",""
"82","82","NYK","","Cawtaba College","","","","","","","","","","","","",""
"83","83","LAL","Dick Grubar","UNC","","","","","","","","","","","","",""
"84","84","PHI","","Villanova","","","","","","","","","","","","",""
"85","85","BAL","","California","","","","","","","","","","","","",""
"86","86","PHO","","UCLA","","","","","","","","","","","","",""
"87","87","MIL","Bill Keller","Purdue","","","","","","","","","","","","",""
"88","88","SEA","Greg Wittman","Western Carolina University","","","","","","","","","","","","",""
"89","89","DET","","Duke","","","","","","","","","","","","",""
"90","90","CHI","","Huston-Tillotson University","","","","","","","","","","","","",""
"91","91","SDR","Lynn Shackelford","UCLA","","","","","","","","","","","","",""
"92","92","SFW","","University of the Pacific","","","","","","","","","","","","",""
"93","93","CIN","","Bradley","","","","","","","","","","","","",""
"94","94","BOS","","Wisconsin","","","","","","","","","","","","",""
"95","95","ATL","","Vanderbilt","","","","","","","","","","","","",""
"96","96","NYK","","Princeton","","","","","","","","","","","","",""
"97","97","LAL","","BYU","","","","","","","","","","","","",""
"98","98","PHI","","West Virginia State University","","","","","","","","","","","","",""
"99","99","BAL","","Grove City College","","","","","","","","","","","","",""
"100","100","PHO","","Arizona State","","","","","","","","","","","","",""
"101","101","MIL","","Wisconsin","","","","","","","","","","","","",""
"102","102","SEA","","Central Washington University","","","","","","","","","","","","",""
"103","103","DET","Bob Arnzen","Notre Dame","1","55","10.8","5.5","2.8","0.4",".462","",".865","1.0",".082","",""
"104","104","CHI","","Westmar University","","","","","","","","","","","","",""
"105","105","SDR","","Indiana","","","","","","","","","","","","",""
"106","106","SFW","","UC Santa Barbara","","","","","","","","","","","","",""
"107","107","CIN","","Missouri State University","","","","","","","","","","","","",""
"108","108","BOS","","Notre Dame","","","","","","","","","","","","",""
"109","109","ATL","Bob Christian","Grambling State University","4","246","12.2","3.8","4.1","0.8",".486","",".704","5.7",".091","-1.9","0.0"
"110","110","NYK","","Rockhurst University","","","","","","","","","","","","",""
"111","111","LAL","","Oklahoma State","","","","","","","","","","","","",""
"112","112","PHI","","Trinity University","","","","","","","","","","","","",""
"113","113","BAL","","Hofstra","","","","","","","","","","","","",""
"114","114","PHO","","USC","","","","","","","","","","","","",""
"115","115","MIL","","St. Bonaventure","","","","","","","","","","","","",""
"116","116","SEA","","Oregon State","","","","","","","","","","","","",""
"117","117","DET","George Reynolds","Houston","1","10","4.4","2.1","1.4","1.2",".421","",".714","0.1",".055","",""
"118","118","CHI","","Northwestern","","","","","","","","","","","","",""
"119","119","SDR","","Tulsa","","","","","","","","","","","","",""
"120","120","SFW","","Sacramento State","","","","","","","","","","","","",""
"121","121","CIN","","Transylvania University","","","","","","","","","","","","",""
"122","122","BOS","","Cincinnati","","","","","","","","","","","","",""
"123","123","ATL","","UMass","","","","","","","","","","","","",""
"124","124","NYK","","Columbia University","","","","","","","","","","","","",""
"125","125","LAL","","Northern Illinois","","","","","","","","","","","","",""
"126","126","PHI","","Saint Francis University","","","","","","","","","","","","",""
"127","127","BAL","","Duquesne","","","","","","","","","","","","",""
"128","128","PHO","","Oregon","","","","","","","","","","","","",""
"129","129","MIL","","Middle Tennessee","","","","","","","","","","","","",""
"130","130","SEA","Al Cueto","Tulsa","","","","","","","","","","","","",""
"131","131","DET","","Winston-Salem State","","","","","","","","","","","","",""
"132","132","CHI","Al Smith","Bradley","","","","","","","","","","","","",""
"133","133","SDR","","Ashland University","","","","","","","","","","","","",""
"134","134","SFW","","San Francisco State University","","","","","","","","","","","","",""
"135","135","CIN","","Elon University","","","","","","","","","","","","",""
"136","136","BOS","","High Point University","","","","","","","","","","","","",""
"137","137","ATL","","Rutgers University","","","","","","","","","","","","",""
"138","138","NYK","","Fordham","","","","","","","","","","","","",""
"139","139","LAL","","Kentucky","","","","","","","","","","","","",""
"140","140","PHI","","Tennessee","","","","","","","","","","","","",""
"141","141","BAL","","Tennessee Technological University","","","","","","","","","","","","",""
"142","142","PHO","","Duke","","","","","","","","","","","","",""
"143","143","MIL","","California","","","","","","","","","","","","",""
"144","144","SEA","","Bowling Green","","","","","","","","","","","","",""
"145","145","DET","","UNC","","","","","","","","","","","","",""
"146","146","CHI","Larry Bergh","Weber State","","","","","","","","","","","","",""
"147","147","SDR","Justus Thigpen","Weber State","2","19","5.3","2.5","0.5","0.4",".400","","","-0.1","-.061","-4.8","0.0"
"148","148","SFW","","Saint Mary's","","","","","","","","","","","","",""
"149","149","CIN","","Georgetown","","","","","","","","","","","","",""
"150","150","BOS","","Kenyon College","","","","","","","","","","","","",""
"151","151","ATL","","Cal State Northridge","","","","","","","","","","","","",""
"152","152","NYK","","LIU Southampton","","","","","","","","","","","","",""
"153","153","LAL","","Texas A&M","","","","","","","","","","","","",""
"154","154","PHI","","Kansas","","","","","","","","","","","","",""
"155","155","BAL","","Ohio University","","","","","","","","","","","","",""
"156","156","PHO","","Toledo","","","","","","","","","","","","",""
"157","157","MIL","","Carthage College","","","","","","","","","","","","",""
"158","158","SEA","","University of Puget Sound","","","","","","","","","","","","",""
"159","159","CHI","","Wyoming","","","","","","","","","","","","",""
"160","160","SDR","","South Dakota State","","","","","","","","","","","","",""
"161","161","SFW","","San Francisco State University","","","","","","","","","","","","",""
"162","162","CIN","","Colorado State","","","","","","","","","","","","",""
"163","163","BOS","","Boston State University","","","","","","","","","","","","",""
"164","164","ATL","","University of La Verne","","","","","","","","","","","","",""
"165","165","NYK","","St. John Fisher College","","","","","","","","","","","","",""
"166","166","LAL","Jack Gillespie","Montana State","","","","","","","","","","","","",""
"167","167","PHI","Fatty Taylor","La Salle","1","79","19.6","3.8","2.7","3.6",".420","",".569","2.1",".066","0.5","1.0"
"168","168","BAL","","Tulsa","","","","","","","","","","","","",""
"169","169","PHO","","Texas-El Paso","","","","","","","","","","","","",""
"170","170","MIL","","Northeastern University","","","","","","","","","","","","",""
"171","171","SEA","","Seattle Pacific University","","","","","","","","","","","","",""
"172","172","CHI","","Norfolk State","","","","","","","","","","","","",""
"173","173","SDR","","Augusta State University","","","","","","","","","","","","",""
"174","174","CIN","","Baldwin-Wallace College","","","","","","","","","","","","",""
"175","175","BOS","Billy Evans","Boston College","","","","","","","","","","","","",""
"176","176","ATL","","University of California, Riverside","","","","","","","","","","","","",""
"177","177","NYK","","Northwestern State University","","","","","","","","","","","","",""
"178","178","LAL","","Tuskegee University","","","","","","","","","","","","",""
"179","179","BAL","","Shepherd College","","","","","","","","","","","","",""
"180","180","PHO","","Western New Mexico University","","","","","","","","","","","","",""
"181","181","MIL","","Lakeland College","","","","","","","","","","","","",""
"182","182","SEA","","Morehead State University","","","","","","","","","","","","",""
"183","183","CHI","","SMU","","","","","","","","","","","","",""
"184","184","SDR","","University of California, Irvine","","","","","","","","","","","","",""
"185","185","ATL","","Oglethorpe University","","","","","","","","","","","","",""
"186","186","NYK","","Oklahoma City University","","","","","","","","","","","","",""
"187","187","LAL","Mack Calvin","USC","4","222","15.0","7.0","1.2","2.5",".420",".125",".848","5.9",".086","-1.8","0.1"
"188","188","BAL","","Robert Morris University (PA)","","","","","","","","","","","","",""
"189","189","PHO","","Texas-El Paso","","","","","","","","","","","","",""
"190","190","MIL","","La Salle","","","","","","","","","","","","",""
"191","191","SEA","","USC","","","","","","","","","","","","",""
"192","192","SDR","","Tougaloo College","","","","","","","","","","","","",""
"193","193","ATL","","Virginia","","","","","","","","","","","","",""
"194","194","BAL","","Illinois","","","","","","","","","","","","",""
"195","195","PHO","","Davidson","","","","","","","","","","","","",""
"196","196","MIL","","SMU","","","","","","","","","","","","",""
"197","197","SEA","","Morehead State University","","","","","","","","","","","","",""
"198","198","SDR","","San Jose State","","","","","","","","","","","","",""
"199","199","ATL","","Jacksonville State University","","","","","","","","","","","","",""
"200","200","BAL","","Texas A&M","","","","","","","","","","","","",""
"201","201","PHO","","Central Connecticut State University","","","","","","","","","","","","",""
"202","202","MIL","","SMU","","","","","","","","","","","","",""
"203","203","SEA","","Kansas State","","","","","","","","","","","","",""
"204","204","SDR","","Ohio State","","","","","","","","","","","","",""
"205","205","ATL","","United States Naval Academy","","","","","","","","","","","","",""
"206","206","BAL","","Brandeis University","","","","","","","","","","","","",""
"207","207","PHO","","Minnesota","","","","","","","","","","","","",""
"208","208","MIL","","Westminster College of Pennsylvania","","","","","","","","","","","","",""
"209","209","SDR","","NC Central","","","","","","","","","","","","",""
"210","210","ATL","","United States Air Force Academy","","","","","","","","","","","","",""
"211","211","BAL","","Virginia","","","","","","","","","","","","",""
"212","212","PHO","","Kentucky State University","","","","","","","","","","","","",""
"213","213","SDR","","Illinois State","","","","","","","","","","","","",""
"214","214","ATL","Grady O'Malley","Manhattan College","1","24","4.7","2.1","1.1","0.4",".350","",".421","-0.3","-.136","",""
"215","215","BAL","Brian Heaney","Acadia University","1","14","5.0","2.0","0.3","0.4",".542","",".500","0.2",".106","",""
"216","216","PHO","","Northern Arizona University","","","","","","","","","","","","",""
"217","217","ATL","","University of California, Riverside","","","","","","","","","","","","",""
"218","218","BAL","","Southern University and A&M College","","","","","","","","","","","","",""
"1","1","SDR","Elvin Hayes","Houston","16","1303","38.4","21.0","12.5","1.8",".452",".147",".670","120.8",".116","0.6","21.4"
"2","2","BAL","Wes Unseld","Louisville","13","984","36.4","10.8","14.0","3.9",".509",".500",".633","110.1",".147","2.9","25.3"
"3","3","SEA","Bob Kauffman","Guilford College","7","525","25.8","11.5","7.0","2.7",".477","",".749","31.5",".111","-1.1","0.5"
"4","4","CHI","Tom Boerwinkle","Tennessee","10","635","22.7","7.2","9.0","3.2",".453","",".675","38.0",".127","2.8","6.2"
"5","5","CIN","Zaid Abdul-Aziz","Iowa State","10","505","21.8","9.0","8.0","1.2",".428","",".728","17.5",".076","0.4","2.7"
"6","6","DET","Otto Moore","University of Texas-Pan American","9","682","24.8","8.2","8.2","1.6",".453","",".609","24.7",".070","0.4","3.9"
"7","7","MIL","Charlie Paulk","Northeastern State University","3","120","13.7","6.2","3.9","0.3",".392","",".611","-0.9","-.026","",""
"8","8","PHO","Gary Gregor","South Carolina","4","296","25.0","9.8","7.0","1.5",".431","",".715","2.6",".017","",""
"9","9","SFW","Ron Williams","West Virginia","8","516","22.2","9.3","1.9","3.5",".441","",".833","23.5",".098","-2.2","-0.1"
"10","10","NYK","Bill Hosket","Ohio State","4","143","9.8","4.0","2.5","0.7",".485","",".715","3.2",".109","",""
"11","11","LAL","Bill Hewitt","USC","6","361","20.7","5.7","5.5","1.3",".439","",".561","5.2",".033","-1.4","0.1"
"12","12","BOS","Don Chaney","Houston","11","742","23.5","8.4","3.9","2.1",".438",".167",".776","35.5",".098","-0.2","4.2"
"13","13","ATL","Skip Harlicka","South Carolina","1","26","8.4","4.1","0.6","1.4",".456","",".774","0.5",".119","",""
"14","14","PHI","Shaler Halimon","Utah State University","3","170","14.8","6.7","3.4","1.8",".397","",".622","-0.1","-.001","",""
"15","15","SDR","John Trapp","UNLV","4","279","17.5","7.4","4.5","1.0",".420","",".725","6.2",".061","",""
"16","16","SEA","Art Harris","Stanford","4","238","21.9","9.1","2.4","2.7",".396","",".626","-1.7","-.016","",""
"17","17","CHI","Loy Petersen","Oregon State","2","69","7.7","2.9","1.0","0.7",".387","",".682","0.2",".021","",""
"18","18","BAL","Bob Quick","Xavier","3","136","13.7","6.0","2.8","0.7",".452","",".738","4.0",".103","",""
"19","19","CHI","","Illinois","","","","","","","","","","","","",""
"20","20","DET","Manny Leaks","Niagara University","2","135","25.0","8.3","6.8","0.9",".391","",".714","1.0",".014","-3.4","-0.3"
"21","21","PHO","Dick Cunningham","Murray State","7","358","10.6","2.8","3.7","0.6",".406","",".636","4.2",".054","-4.0","0.0"
"22","22","MIL","Gene Moore","Saint Louis","","","","","","","","","","","","",""
"23","23","SDR","Stu Lantz","Nebraska","8","547","27.9","12.4","3.3","2.9",".435","",".814","32.5",".102","-2.1","-0.1"
"24","24","SEA","","Utah","","","","","","","","","","","","",""
"25","25","DET","Don Dee","Saint Mary of the Plains College","","","","","","","","","","","","",""
"26","26","BAL","Ron Nelson","New Mexico","","","","","","","","","","","","",""
"27","27","CIN","Pat Frink","Colorado","1","48","7.6","2.6","0.9","1.1",".340","",".793","-0.5","-.064","",""
"28","28","CIN","Fred Foster","Miami University","8","524","17.4","7.8","2.4","1.1",".414","",".727","2.9",".016","-4.3","-1.4"
"29","29","SFW","Donald Sidle","Oklahoma","","","","","","","","","","","","",""
"30","30","NYK","Don May","Dayton","7","379","17.5","8.8","3.5","1.0",".453","",".798","11.4",".082","-3.4","-0.3"
"31","31","CHI","Dave Newmark","Columbia University","2","145","12.2","5.3","3.6","0.7",".405","",".671","1.2",".034","",""
"32","32","BOS","Garfield Smith","Eastern Kentucky University","2","63","6.6","2.7","2.1","0.3",".385","",".322","-0.3","-.036","",""
"33","33","BAL","Jack Thompson","South Carolina","","","","","","","","","","","","",""
"34","34","SEA","Ed Johnson","Tennessee State","","","","","","","","","","","","",""
"35","35","MIL","Sam Williams","Iowa","2","66","10.2","3.9","1.8","1.0",".353","",".531","-0.4","-.029","",""
"36","36","PHO","","American University","","","","","","","","","","","","",""
"37","37","SDR","Harry Barnes","Northeastern University","1","22","5.7","2.0","1.2","0.2",".281","",".538","-0.4","-.154","",""
"38","38","SEA","Henry Logan","Western Carolina University","","","","","","","","","","","","",""
"39","39","CHI","Mike Lynn","UCLA","2","49","8.7","2.6","1.4","0.6",".329","",".667","-0.3","-.035","",""
"40","40","BAL","Dallas Thornton","Kentucky Wesleyan College","","","","","","","","","","","","",""
"41","41","CIN","Daniel Sparks","Weber State","","","","","","","","","","","","",""
"42","42","DET","Rich Niemann","Saint Louis","1","40","7.3","2.8","2.7","0.5",".414","",".778","0.3",".042","",""
"43","43","SFW","Edgar Lacey","UCLA","","","","","","","","","","","","",""
"44","44","NYK","Warren Jabali","Wichita State","","","","","","","","","","","","",""
"45","45","LAL","Ed Biedenbach","NC State","1","7","2.6","0.6","0.3","0.4",".000","",".667","-0.1","-.248","",""
"46","46","BOS","Rich Johnson","Grambling State University","2","97","11.1","4.7","2.7","0.4",".452","",".613","1.3",".060","",""
"47","47","ATL","Bob Warren","Vanderbilt","","","","","","","","","","","","",""
"48","48","SDR","","Benedictine College","","","","","","","","","","","","",""
"49","49","PHO","Rich Jones","Memphis","1","34","25.8","10.6","5.7","1.4",".385","",".760","0.6",".033","-3.1","-0.2"
"50","50","MIL","Greg Smith","Western Kentucky","8","524","23.4","7.8","6.2","1.8",".482","",".646","22.2",".087","-2.9","-0.3"
"51","51","SDR","Glen Combs","Virginia Tech","","","","","","","","","","","","",""
"52","52","SEA","Al Hairston","Bowling Green","2","42","7.0","2.2","1.0","1.0",".336","",".600","-0.5","-.082","",""
"53","53","CHI","","Loyola Chicago","","","","","","","","","","","","",""
"54","54","BAL","","Voorhees College","","","","","","","","","","","","",""
"55","55","CIN","Jim Kissane","Boston College","","","","","","","","","","","","",""
"56","56","DET","Carl Fuller","Bethune-Cookman College","","","","","","","","","","","","",""
"57","57","SFW","Jim Eakins","BYU","2","115","15.2","5.5","3.8","1.3",".462","",".844","4.5",".123","-0.5","0.7"
"58","58","NYK","","Cheyney (PA)","","","","","","","","","","","","",""
"59","59","LAL","","Missouri State University","","","","","","","","","","","","",""
"60","60","BOS","","Kentucky","","","","","","","","","","","","",""
"61","61","ATL","","Miami (FL)","","","","","","","","","","","","",""
"62","62","PHI","Larry Miller","UNC","","","","","","","","","","","","",""
"63","63","MIL","","Wisconsin","","","","","","","","","","","","",""
"64","64","PHO","","Denver","","","","","","","","","","","","",""
"65","65","SDR","","Tulsa","","","","","","","","","","","","",""
"66","66","SEA","","Duquesne","","","","","","","","","","","","",""
"67","67","CHI","","University of Delaware","","","","","","","","","","","","",""
"68","68","BAL","","Princeton","","","","","","","","","","","","",""
"69","69","CIN","","Texas Southern","","","","","","","","","","","","",""
"70","70","DET","Wally Anderzunas","Creighton","1","44","8.4","3.6","1.9","0.2",".392","",".630","-0.2","-.023","",""
"71","71","SFW","Bob Allen","Marshall","1","27","8.6","1.8","2.1","0.4",".326","",".556","0.1",".028","",""
"72","72","NYK","Brian Brunkhorst","Marquette","","","","","","","","","","","","",""
"73","73","LAL","","Kansas State","","","","","","","","","","","","",""
"74","74","BOS","","Indiana State University","","","","","","","","","","","","",""
"75","75","ATL","","Georgia Tech","","","","","","","","","","","","",""
"76","76","PHI","Chuck Williams","Colorado","2","138","20.8","5.5","1.7","3.3",".443","",".809","1.9",".032","-2.8","-0.6"
"77","77","PHO","Rod Knowles","Davidson","","8","5.0","1.1","1.1","0.0",".286","",".333","-0.1","-.148","",""
"78","78","MIL","","Hawaii","","","","","","","","","","","","",""
"79","79","SDR","Rick Adelman","Loyola Marymount University","7","462","22.6","7.7","2.4","3.5",".415","",".713","10.0",".046","-1.4","0.3"
"80","80","SEA","","Washington State","","","","","","","","","","","","",""
"81","81","CHI","Willie Davis","University of North Texas","","","","","","","","","","","","",""
"82","82","BAL","Jasper Wilson","Southern University and A&M College","","","","","","","","","","","","",""
"83","83","CIN","","Northeastern State University","","","","","","","","","","","","",""
"84","84","DET","","Long Island University","","","","","","","","","","","","",""
"85","85","SFW","","West Virginia","","","","","","","","","","","","",""
"86","86","NYK","","Dickinson College","","","","","","","","","","","","",""
"87","87","LAL","","Hillsdale College","","","","","","","","","","","","",""
"88","88","BOS","Mike Lewis","Duke","","","","","","","","","","","","",""
"89","89","ATL","","Elizabeth City State University","","","","","","","","","","","","",""
"90","90","PHI","","Fairfield","","","","","","","","","","","","",""
"91","91","MIL","Tom Kondla","Minnesota","","","","","","","","","","","","",""
"92","92","PHO","","Idaho State University","","","","","","","","","","","","",""
"93","93","SDR","","Jackson State University","","","","","","","","","","","","",""
"94","94","SEA","Willie Rogers","Oklahoma","","","","","","","","","","","","",""
"95","95","CHI","","Point Loma Nazarene","","","","","","","","","","","","",""
"96","96","BAL","Barry Orms","Saint Louis","1","64","14.3","2.8","2.5","0.8",".309","",".483","-0.7","-.034","",""
"97","97","CIN","","Mississippi State","","","","","","","","","","","","",""
"98","98","DET","Harry Laurie","Saint Peter's College","","","","","","","","","","","","",""
"99","99","SFW","","Bowling Green","","","","","","","","","","","","",""
"100","100","NYK","Bobby Hooper","Dayton","","","","","","","","","","","","",""
"101","101","LAL","John Smith","University of Southern Colorado","","","","","","","","","","","","",""
"102","102","BOS","Julius Keye","Alcorn State","","","","","","","","","","","","",""
